utc_date_time,algorithm,function,dimension,generations,evaluations,seed,run,best_fitness,kg_carbon,total_power,pue,country_code,median_carbon_cost,lower_carbon_cost,upper_carbon_cost
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,USA,7.910771499524839e-07,9.32000105489895e-09,1.956987378906938e-06
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,ESP,5.660172106747414e-08,1.4371526371874398e-08,1.163389953661329e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,CHL,-5.624564785326454e-09,-1.0801791386526577e-08,-4.872239033202525e-10
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,CHN,3.982797669668598e-07,7.165488423085231e-08,8.274305350024577e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,CAN,-1.3593903972141568e-07,-1.8216255360471861e-07,-9.020327750705502e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,IND,1.4120127550480462e-06,8.184907182502875e-07,2.599263623847906e-06
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,FRA,-1.822199051565684e-08,-7.029959472633243e-08,4.34342062056958e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,GBR,-6.309574075374907e-08,-1.1008145584006478e-07,-1.295048268142365e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,AUS,8.505078871549394e-08,3.480198896076776e-08,1.5372518506337e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,DEU,-8.348679969854521e-08,-1.3992576634359307e-07,-2.6638088894177956e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,MAR,9.642147510705468e-09,4.8995772578377134e-09,1.6314820998497992e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,BRA,4.009937717738627e-07,2.317279413078426e-07,6.818303964142407e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,NOR,-2.8174582180210443e-08,-3.723470410781711e-08,-1.9847464230521265e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,ISL,-1.4463839841616123e-09,-1.9079398844485507e-09,-1.0613852506950329e-09
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,RUS,-1.843069369319787e-07,-2.3901899242568385e-07,-1.3219605522525776e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,ZAF,5.4781326618548355e-08,2.78996412733238e-08,9.2866669057029e-08
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,MEX,1.967915914018323e-07,1.071482703809317e-07,3.336401298264497e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,JPN,9.057712589204414e-08,4.2736782372438095e-09,2.0621504504711129e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,AGO,5.804259950562735e-08,3.307426397352929e-08,1.0225867785636832e-07
2021-01-22 22:04:23.991769,de,sphere,10,500,200.0,1,1,5.564939308123606e-16,4.198369650188813e-05,1.654226351391313e-05,1.58,COD,5.352208900390271e-09,3.3182791720263184e-09,8.446515803451448e-09
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,USA,7.917494866658187e-07,9.327922126665344e-09,1.958650623082871e-06
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,ESP,5.6649826887638316e-08,1.4383740736563166e-08,1.1643787191411794e-07
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,CHL,-5.629345104669431e-09,-1.0810971832352098e-08,-4.876379950657115e-10
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,CHN,3.986182650634441e-07,7.171578373902424e-08,8.281337684689406e-07
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,CAN,-1.3605457435313357e-07,-1.8231737361511917e-07,-9.027994130038386e-08
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,IND,1.4132128251233518e-06,8.191863537637599e-07,2.6014727388021855e-06
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,FRA,-1.8237477391007054e-08,-7.035934237353715e-08,4.347112095092438e-08
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,GBR,-6.314936584324427e-08,-1.1017501410327978e-07,-1.2961489300642332e-08
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,AUS,8.512307340701226e-08,3.483156718190182e-08,1.5385583614549076e-07
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,DEU,-8.355775515531646e-08,-1.4004468929549474e-07,-2.666072861413158e-08
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,MAR,9.650342374843848e-09,4.903741410057839e-09,1.6328686969888313e-08
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,BRA,4.013345765039682e-07,2.319248869565143e-07,6.82409884278104e-07
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,NOR,-2.8198527766280983e-08,-3.726634989430374e-08,-1.986433259648226e-08
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,ISL,-1.447613266355125e-09,-1.909561443143841e-09,-1.0622873223464228e-09
2021-01-22 22:04:33.978278,de,sphere,10,500,200.0,2,2,1.0406871939295105e-15,4.201937845847279e-05,1.6556322788767333e-05,1.58,RUS,-1.844635794544294e-07,-2.3922213474094573e-07,-1.3230840869329982e-07
